orderid,saleamount,profitrate,profit,shippingdate,country,district,city,subclass,customer,discount,num,province,class,type,orderdate
CN-2017-4494383,825,9%,74,2018/1/4,中国,中南,洛阳,器具,倪芬,0.00 ,2,广东,办公用品,小型企业,2017/12/31
CN-2016-2548759,452,12%,54,2016/9/1,中国,中南,广州,收纳具,白松,0.00 ,2,广东,办公用品,小型企业,2016/8/28
CN-2017-4494383,224,4%,9,2018/1/4,中国,中南,洛阳,收纳具,倪芬,0.00 ,2,广东,办公用品,小型企业,2017/12/31
CN-2015-3530738,1203,19%,228,2015/5/28,中国,中南,深圳,收纳具,洪辉,0.00 ,2,广东,办公用品,小型企业,2015/5/24
CN-2017-4526574,443,28%,124,2017/12/19,中国,中南,珠海,收纳具,林磊,0.00 ,2,广东,办公用品,小型企业,2017/12/13
CN-2015-2829745,506,49%,248,2015/2/6,中国,中南,皇岗,收纳具,唐爽,0.00 ,2,广东,办公用品,小型企业,2015/1/30
CN-2015-5630783,221,0%,0,2015/12/3,中国,中南,武穴,收纳具,邱升,0.00 ,2,湖北,办公用品,小型企业,2015/11/28
CN-2015-3103245,544,46%,250,2015/5/31,中国,中南,襄樊,收纳具,苏冬露,0.00 ,2,湖北,办公用品,小型企业,2015/5/27
CN-2016-4171126,510,25%,127,2016/6/4,中国,中南,岳阳,收纳具,殷凤,0.00 ,2,湖南,办公用品,小型企业,2016/5/31
CN-2018-1290698,85,2%,2,2018/10/28,中国,中南,佛山,标签,曹达侠,0.00 ,2,广东,办公用品,小型企业,2018/10/24
CN-2018-5907567,112,21%,24,2018/9/20,中国,中南,汕头,标签,白欢,0.00 ,2,广东,办公用品,小型企业,2018/9/15
CN-2015-3188485,119,10%,12,2015/10/29,中国,中南,荆门,标签,田妮,0.00 ,2,湖北,办公用品,小型企业,2015/10/25
US-2016-2470286,91,8%,7,2016/1/27,中国,中南,浯溪,标签,钱幂,0.00 ,2,湖南,办公用品,小型企业,2016/1/21
CN-2015-3832812,82,30%,24,2015/2/12,中国,中南,益阳,标签,龚松,0.00 ,2,湖南,办公用品,小型企业,2015/2/6
CN-2018-4927110,131,37%,48,2018/11/11,中国,中南,梅州,系固件,何安,0.00 ,2,广东,办公用品,小型企业,2018/11/6
CN-2017-4494383,131,29%,38,2018/1/4,中国,中南,洛阳,系固件,倪芬,0.00 ,2,广东,办公用品,小型企业,2017/12/31
CN-2016-5672005,111,45%,50,2016/8/24,中国,中南,韶关,系固件,苏冬露,0.00 ,2,广东,办公用品,小型企业,2016/8/20
CN-2017-4494383,197,4%,8,2018/1/4,中国,中南,洛阳,纸张,倪芬,0.00 ,2,广东,办公用品,小型企业,2017/12/31
CN-2018-3704015,278,26%,72,2018/5/30,中国,中南,洛阳,纸张,白欢,0.00 ,2,广东,办公用品,小型企业,2018/5/23
CN-2017-2571041,221,36%,80,2017/8/23,中国,中南,南宁,纸张,李谙,0.00 ,2,广西,办公用品,小型企业,2017/8/19
CN-2018-3577786,223,15%,33,2018/9/19,中国,中南,海口,纸张,钟忠,0.00 ,2,海南,办公用品,小型企业,2018/9/15
CN-2016-5630783,265,9%,24,2016/3/20,中国,中南,上梅,纸张,樊彩,0.00 ,2,湖南,办公用品,小型企业,2016/3/15
CN-2016-2548759,87,26%,22,2016/9/1,中国,中南,广州,装订机,白松,0.00 ,2,广东,办公用品,小型企业,2016/8/28
CN-2018-5491871,124,0%,0,2018/3/30,中国,中南,揭阳,装订机,朱丽丽,0.00 ,2,广东,办公用品,小型企业,2018/3/24
CN-2017-4494383,136,0%,0,2018/1/4,中国,中南,洛阳,装订机,倪芬,0.00 ,2,广东,办公用品,小型企业,2017/12/31
CN-2016-3434056,465,37%,172,2016/8/21,中国,中南,深圳,装订机,潘荷,0.00 ,2,广东,办公用品,小型企业,2016/8/16
CN-2016-4752200,298,4%,12,2016/11/3,中国,中南,洛阳,装订机,严珑,0.00 ,2,河南,办公用品,小型企业,2016/10/29
US-2017-3656854,69,34%,23,2017/5/26,中国,中南,漯河,装订机,邵杰,0.00 ,2,河南,办公用品,小型企业,2017/5/22
CN-2018-3230180,124,0%,0,2018/7/1,中国,中南,许昌,装订机,李黎明,0.00 ,2,河南,办公用品,小型企业,2018/6/26
CN-2015-4502739,650,29%,188,2015/9/27,中国,中南,仙桃,信封,任梅,0.00 ,3,湖北,办公用品,小型企业,2015/9/22
CN-2015-3103245,153,16%,24,2015/5/31,中国,中南,襄樊,信封,苏冬露,0.00 ,3,湖北,办公用品,小型企业,2015/5/27
CN-2016-4171126,134,1%,1,2016/6/4,中国,中南,岳阳,信封,殷凤,0.00 ,3,湖南,办公用品,小型企业,2016/5/31
CN-2016-3557528,7836,14%,1097,2016/9/18,中国,中南,揭阳,器具,陈惠英,0.00 ,3,广东,办公用品,小型企业,2016/9/12
CN-2016-2932548,864,40%,345,2016/8/18,中国,中南,海口,收纳具,洪辉,0.00 ,3,海南,办公用品,小型企业,2016/8/14
US-2018-1610589,2865,23%,659,2018/1/27,中国,中南,埠河,收纳具,蒋光,0.00 ,3,湖北,办公用品,小型企业,2018/1/23
CN-2018-4309040,150,19%,29,2018/5/4,中国,中南,武汉,收纳具,柯婵,0.00 ,3,湖北,办公用品,小型企业,2018/4/30
CN-2015-2571041,244,40%,97,2015/6/18,中国,中南,武汉,收纳具,王霖,0.00 ,3,湖北,办公用品,小型企业,2015/6/14
US-2018-5180154,877,2%,17,2019/1/2,中国,中南,武汉,收纳具,谭琼,0.00 ,3,湖北,办公用品,小型企业,2018/12/29
US-2015-5956912,1989,28%,557,2015/6/19,中国,中南,浯溪,收纳具,唐爽,0.00 ,3,湖南,办公用品,小型企业,2015/6/14
CN-2017-3205176,130,20%,26,2017/9/10,中国,中南,江门,标签,彭伟,0.00 ,3,广东,办公用品,小型企业,2017/9/5
CN-2015-5279873,179,33%,59,2015/7/14,中国,中南,洛阳,标签,范雯,0.00 ,3,河南,办公用品,小型企业,2015/7/7
CN-2016-4171126,151,42%,63,2016/6/4,中国,中南,岳阳,标签,殷凤,0.00 ,3,湖南,办公用品,小型企业,2016/5/31
US-2016-2470286,147,34%,50,2016/1/27,中国,中南,浯溪,标签,钱幂,0.00 ,3,湖南,办公用品,小型企业,2016/1/21
CN-2018-1364986,151,48%,72,2018/11/16,中国,中南,汕头,系固件,贾柏,0.00 ,3,广东,办公用品,小型企业,2018/11/12
CN-2018-3704015,199,35%,69,2018/5/30,中国,中南,洛阳,系固件,白欢,0.00 ,3,广东,办公用品,小型企业,2018/5/23
CN-2016-3434056,241,10%,24,2016/8/21,中国,中南,深圳,系固件,潘荷,0.00 ,3,广东,办公用品,小型企业,2016/8/16
CN-2016-2531621,265,50%,133,2016/7/20,中国,中南,信阳,系固件,周柏,0.00 ,3,河南,办公用品,小型企业,2016/7/13
CN-2018-1118715,234,11%,26,2018/7/28,中国,中南,安阳,系固件,杨晨,0.00 ,3,河南,办公用品,小型企业,2018/7/22
CN-2017-4494383,399,4%,16,2018/1/4,中国,中南,洛阳,纸张,倪芬,0.00 ,3,广东,办公用品,小型企业,2017/12/31
CN-2016-1308033,690,18%,124,2016/2/22,中国,中南,马坝,纸张,蒋光,0.00 ,3,广东,办公用品,小型企业,2016/2/18
CN-2017-2960006,698,27%,188,2017/7/21,中国,中南,禹州,纸张,柳明,0.00 ,3,河南,办公用品,小型企业,2017/7/15
CN-2018-3230180,391,5%,19,2018/7/1,中国,中南,许昌,纸张,李黎明,0.00 ,3,河南,办公用品,小型企业,2018/6/26
CN-2018-3476344,314,43%,135,2018/10/2,中国,中南,郑州,纸张,庄伟,0.00 ,3,河南,办公用品,小型企业,2018/9/25
US-2018-1610589,219,20%,44,2018/1/27,中国,中南,埠河,纸张,蒋光,0.00 ,3,湖北,办公用品,小型企业,2018/1/23
CN-2016-2548759,215,25%,53,2016/9/1,中国,中南,广州,装订机,白松,0.00 ,3,广东,办公用品,小型企业,2016/8/28
CN-2018-1391849,120,46%,55,2018/8/25,中国,中南,信阳,装订机,何安,0.00 ,3,河南,办公用品,小型企业,2018/8/20
CN-2018-3476344,427,38%,162,2018/10/2,中国,中南,郑州,装订机,庄伟,0.00 ,3,河南,办公用品,小型企业,2018/9/25
CN-2017-2859473,62,46%,28,2017/2/3,中国,中南,浯溪,装订机,施平,0.00 ,3,湖南,办公用品,小型企业,2017/1/30
CN-2015-3240329,117,13%,15,2015/4/9,中国,中南,湘潭,装订机,夏梦,0.00 ,3,湖南,办公用品,小型企业,2015/4/5
CN-2016-1778069,714,42%,300,2016/9/3,中国,中南,广州,信封,谭琼,0.00 ,4,广东,办公用品,小型企业,2016/8/27
US-2015-5956912,933,6%,55,2015/10/31,中国,中南,上梅,信封,付芳茵,0.00 ,4,湖南,办公用品,小型企业,2015/10/26
CN-2018-2883758,9225,10%,922,2018/8/24,中国,中南,洛阳,器具,施平,0.00 ,4,河南,办公用品,小型企业,2018/8/20
US-2017-4479623,1142,17%,194,2017/6/23,中国,中南,皇岗,收纳具,卢欢悦,0.00 ,4,广东,办公用品,小型企业,2017/6/18
CN-2017-1947265,2406,19%,457,2017/11/21,中国,中南,南宁,收纳具,楚丽丽,0.00 ,4,广西,办公用品,小型企业,2017/11/16
CN-2016-3434056,204,2%,4,2016/8/21,中国,中南,深圳,标签,潘荷,0.00 ,4,广东,办公用品,小型企业,2016/8/16
CN-2018-5929986,218,12%,26,2018/3/14,中国,中南,肇庆,标签,余德,0.00 ,4,广东,办公用品,小型企业,2018/3/9
CN-2018-1246652,166,11%,18,2018/9/22,中国,中南,来宾,标签,廖珊,0.00 ,4,广西,办公用品,小型企业,2018/9/15
CN-2017-2859473,601,39%,234,2017/2/3,中国,中南,浯溪,用品,施平,0.00 ,4,湖南,办公用品,小型企业,2017/1/30
CN-2018-1364986,261,42%,109,2018/11/16,中国,中南,汕头,系固件,贾柏,0.00 ,4,广东,办公用品,小型企业,2018/11/12
CN-2017-4046246,316,43%,136,2017/10/15,中国,中南,宜城,纸张,何虢,0.00 ,4,湖北,办公用品,小型企业,2017/10/10
CN-2018-1118715,128,2%,2,2018/7/28,中国,中南,安阳,装订机,杨晨,0.00 ,4,河南,办公用品,小型企业,2018/7/22
CN-2017-1734605,160,46%,73,2017/2/4,中国,中南,邓州,装订机,楚丽丽,0.00 ,4,河南,办公用品,小型企业,2017/1/30
CN-2016-2823186,130,1%,1,2016/4/6,中国,中南,鹤壁,装订机,田临耀,0.00 ,4,河南,办公用品,小型企业,2016/4/2
CN-2017-5579979,466,10%,46,2017/6/4,中国,中南,东莞,信封,曹柏,0.00 ,5,广东,办公用品,小型企业,2017/5/29
CN-2017-1246652,462,29%,134,2017/2/17,中国,中南,许昌,信封,潘荷,0.00 ,5,河南,办公用品,小型企业,2017/2/13
CN-2016-4171126,210,8%,17,2016/6/4,中国,中南,岳阳,信封,殷凤,0.00 ,5,湖南,办公用品,小型企业,2016/5/31
CN-2015-3832812,140,14%,20,2015/2/12,中国,中南,益阳,信封,龚松,0.00 ,5,湖南,办公用品,小型企业,2015/2/6
CN-2018-1364986,1428,17%,242,2018/11/16,中国,中南,汕头,收纳具,贾柏,0.00 ,5,广东,办公用品,小型企业,2018/11/12
US-2016-5334809,694,37%,257,2016/8/27,中国,中南,平南,收纳具,顾升,0.00 ,5,广西,办公用品,小型企业,2016/8/23
CN-2015-2571041,274,49%,134,2015/6/18,中国,中南,武汉,标签,王霖,0.00 ,5,湖北,办公用品,小型企业,2015/6/14
CN-2018-3200743,305,48%,146,2018/11/10,中国,中南,汉川,标签,牛晒明,0.00 ,5,湖北,办公用品,小型企业,2018/11/6
CN-2017-4266965,213,2%,4,2017/11/24,中国,中南,沅江,标签,谢雯,0.00 ,5,湖南,办公用品,小型企业,2017/11/18
CN-2016-4682811,255,20%,50,2016/2/12,中国,中南,浯溪,标签,贺鹏,0.00 ,5,湖南,办公用品,小型企业,2016/2/8
CN-2018-3476344,617,6%,36,2018/10/2,中国,中南,郑州,用品,庄伟,0.00 ,5,河南,办公用品,小型企业,2018/9/25
CN-2017-4526574,386,22%,85,2017/12/19,中国,中南,珠海,系固件,林磊,0.00 ,5,广东,办公用品,小型企业,2017/12/13
CN-2016-4171126,293,43%,126,2016/6/4,中国,中南,岳阳,系固件,殷凤,0.00 ,5,湖南,办公用品,小型企业,2016/5/31
CN-2018-4026974,663,44%,291,2018/2/6,中国,中南,珠海,纸张,牛惠,0.00 ,5,广东,办公用品,小型企业,2018/2/1
CN-2016-5837615,554,36%,199,2016/11/11,中国,中南,高州,纸张,庄伟,0.00 ,5,广东,办公用品,小型企业,2016/11/7
US-2017-3670764,1128,10%,113,2017/4/24,中国,中南,宜城,纸张,冯婷,0.00 ,5,湖北,办公用品,小型企业,2017/4/18
CN-2017-3476099,685,2%,13,2017/7/29,中国,中南,高州,装订机,贺鹏,0.00 ,5,广东,办公用品,小型企业,2017/7/22
CN-2017-3476099,659,31%,204,2017/7/29,中国,中南,高州,装订机,贺鹏,0.00 ,5,广东,办公用品,小型企业,2017/7/22
CN-2017-4750815,389,29%,112,2017/7/28,中国,中南,开封,装订机,林谙,0.00 ,5,河南,办公用品,小型企业,2017/7/23
CN-2016-5105254,267,34%,90,2016/11/8,中国,中南,耒阳,装订机,范娜,0.00 ,5,湖南,办公用品,小型企业,2016/11/1
CN-2016-3781306,542,15%,81,2016/1/13,中国,中南,开封,信封,葛乐,0.00 ,6,河南,办公用品,小型企业,2016/1/9
CN-2018-4461870,574,0%,0,2018/9/17,中国,中南,枣阳,信封,吕关茵,0.00 ,6,湖北,办公用品,小型企业,2018/9/10
US-2017-4479623,833,37%,308,2017/6/23,中国,中南,皇岗,收纳具,卢欢悦,0.00 ,6,广东,办公用品,小型企业,2017/6/18
CN-2015-5386927,352,43%,151,2015/11/1,中国,中南,惠州,系固件,黄涛,0.00 ,6,广东,办公用品,小型企业,2015/10/27
CN-2018-1118715,386,48%,185,2018/7/28,中国,中南,安阳,系固件,杨晨,0.00 ,6,河南,办公用品,小型企业,2018/7/22
CN-2017-5035540,17216,8%,1377,2017/6/18,中国,中南,开封,器具,邵彩,0.00 ,7,河南,办公用品,小型企业,2017/6/14
CN-2017-4494383,351,19%,67,2018/1/4,中国,中南,洛阳,收纳具,倪芬,0.00 ,7,广东,办公用品,小型企业,2017/12/31
CN-2018-3172853,4147,39%,1617,2018/8/9,中国,中南,濮阳,收纳具,朱丽丽,0.00 ,7,河南,办公用品,小型企业,2018/8/3
CN-2015-3832812,370,2%,7,2015/2/12,中国,中南,益阳,标签,龚松,0.00 ,7,湖南,办公用品,小型企业,2015/2/6
CN-2018-4190541,542,47%,254,2018/1/18,中国,中南,乐城,纸张,邢柏,0.00 ,7,广东,办公用品,小型企业,2018/1/14
US-2017-5779998,647,36%,233,2017/12/10,中国,中南,汕头,信封,沈光,0.00 ,8,广东,办公用品,小型企业,2017/12/5
US-2017-5779998,1823,13%,236,2017/12/10,中国,中南,汕头,信封,沈光,0.00 ,8,广东,办公用品,小型企业,2017/12/5
CN-2017-4526574,1428,42%,599,2017/12/19,中国,中南,珠海,信封,林磊,0.00 ,8,广东,办公用品,小型企业,2017/12/13
CN-2017-4526574,3300,9%,297,2017/12/19,中国,中南,珠海,器具,林磊,0.00 ,8,广东,办公用品,小型企业,2017/12/13
CN-2018-1313540,1808,12%,216,2018/8/7,中国,中南,吴川,收纳具,韩凤,0.00 ,8,广东,办公用品,小型企业,2018/8/3
US-2017-5779998,2268,43%,974,2017/12/10,中国,中南,汕头,收纳具,沈光,0.00 ,8,广东,办公用品,小型企业,2017/12/5
CN-2015-3832812,1808,24%,433,2015/2/12,中国,中南,益阳,装订机,龚松,0.00 ,8,湖南,办公用品,小型企业,2015/2/6
CN-2016-4682811,358,27%,96,2016/2/12,中国,中南,浯溪,信封,贺鹏,0.00 ,9,湖南,办公用品,小型企业,2016/2/8
CN-2016-4682811,530,47%,248,2016/2/12,中国,中南,浯溪,标签,贺鹏,0.00 ,9,湖南,办公用品,小型企业,2016/2/8
US-2017-5779998,862,38%,326,2017/12/10,中国,中南,汕头,纸张,沈光,0.00 ,11,广东,办公用品,小型企业,2017/12/5
US-2018-5578438,71,-1%,-1,2018/12/22,中国,中南,浯溪,美术,田妮,0.20 ,1,湖南,办公用品,小型企业,2018/12/16
CN-2017-4266965,182,6%,11,2017/11/24,中国,中南,沅江,美术,谢雯,0.20 ,2,湖南,办公用品,小型企业,2017/11/18
CN-2018-1290698,360,6%,22,2018/10/28,中国,中南,佛山,美术,曹达侠,0.20 ,3,广东,办公用品,小型企业,2018/10/24
CN-2018-1786532,289,-3%,-8,2018/5/20,中国,中南,周口,美术,巩德,0.20 ,3,河南,办公用品,小型企业,2018/5/14
CN-2016-1318873,191,4%,7,2016/11/21,中国,中南,濮阳,美术,佟虹,0.20 ,3,河南,办公用品,小型企业,2016/11/16
US-2017-4505574,519,36%,188,2017/7/28,中国,中南,株洲,美术,余德,0.20 ,3,湖南,办公用品,小型企业,2017/7/22
CN-2018-4494383,170,-10%,-17,2018/6/20,中国,中南,惠州,美术,余舟,0.20 ,4,广东,办公用品,小型企业,2018/6/15
US-2015-5956912,282,22%,63,2015/10/31,中国,中南,上梅,美术,付芳茵,0.20 ,4,湖南,办公用品,小型企业,2015/10/26
CN-2016-3557528,947,27%,260,2016/9/18,中国,中南,揭阳,美术,陈惠英,0.20 ,5,广东,办公用品,小型企业,2016/9/12
CN-2016-3434056,542,-18%,-95,2016/8/21,中国,中南,深圳,美术,潘荷,0.20 ,5,广东,办公用品,小型企业,2016/8/16
CN-2018-5497693,663,17%,115,2018/11/8,中国,中南,怀化,美术,王霖,0.20 ,7,湖南,办公用品,小型企业,2018/11/3
CN-2016-1891447,1604,-20%,-321,2016/10/21,中国,中南,邓州,美术,范雯,0.20 ,8,河南,办公用品,小型企业,2016/10/17
CN-2018-3577786,1635,-15%,-246,2018/9/19,中国,中南,海口,美术,钟忠,0.20 ,9,海南,办公用品,小型企业,2018/9/15
CN-2015-2571041,82,-33%,-27,2015/6/18,中国,中南,武汉,装订机,王霖,0.40 ,1,湖北,办公用品,小型企业,2015/6/14
CN-2018-4309040,58,-34%,-20,2018/5/4,中国,中南,武汉,装订机,柯婵,0.40 ,2,湖北,办公用品,小型企业,2018/4/30
CN-2015-2571041,287,15%,43,2015/6/18,中国,中南,武汉,装订机,王霖,0.40 ,2,湖北,办公用品,小型企业,2015/6/14
US-2016-1179561,858,-22%,-186,2016/6/4,中国,中南,武汉,器具,施平,0.40 ,5,湖北,办公用品,小型企业,2016/5/29
US-2016-5235171,798,-57%,-453,2016/5/13,中国,中南,武汉,用品,何虢,0.40 ,6,湖北,办公用品,小型企业,2016/5/8
CN-2015-2571041,96,13%,13,2015/6/18,中国,中南,武汉,装订机,王霖,0.40 ,6,湖北,办公用品,小型企业,2015/6/14
US-2018-4896054,132,-35%,-47,2018/6/28,中国,中南,襄樊,装订机,吕欢悦,0.40 ,6,湖北,办公用品,小型企业,2018/6/22
CN-2018-2286344,24,-280%,-68,2018/8/15,中国,中南,孝感,美术,周柏,0.80 ,1,湖北,办公用品,小型企业,2018/8/10
CN-2017-4046246,46,-215%,-99,2017/10/15,中国,中南,宜城,美术,何虢,0.80 ,1,湖北,办公用品,小型企业,2017/10/10
US-2016-5235171,102,-161%,-163,2016/5/13,中国,中南,武汉,美术,何虢,0.80 ,7,湖北,办公用品,小型企业,2016/5/8
US-2017-4173980,186,-150%,-280,2017/10/7,中国,中南,武汉,美术,许根基,0.80 ,12,湖北,办公用品,小型企业,2017/9/30
CN-2016-1658434,235,11%,26,2016/11/11,中国,华东,上海,信封,贾柏,0.00 ,1,上海,办公用品,小型企业,2016/11/7
CN-2018-5712655,86,34%,29,2018/5/2,中国,华东,大同,信封,邱升,0.00 ,1,安徽,办公用品,小型企业,2018/4/27
CN-2018-3409532,100,6%,6,2018/3/30,中国,华东,滕州,信封,邵娜,0.00 ,1,山东,办公用品,小型企业,2018/3/26
CN-2017-4020885,231,6%,14,2017/11/23,中国,华东,上海,收纳具,陈爽,0.00 ,1,上海,办公用品,小型企业,2017/11/19
CN-2018-1455125,292,2%,6,2018/2/28,中国,华东,澄江,收纳具,林谙,0.00 ,1,江苏,办公用品,小型企业,2018/2/25
CN-2018-4282122,270,44%,119,2018/10/6,中国,华东,睢城,收纳具,任梅,0.00 ,1,江苏,办公用品,小型企业,2018/9/30
US-2017-5578438,130,22%,29,2017/11/5,中国,华东,临沂,用品,赵盛,0.00 ,1,山东,办公用品,小型企业,2017/10/29
CN-2016-2543675,104,36%,37,2016/6/19,中国,华东,济宁,用品,贾柏,0.00 ,1,山东,办公用品,小型企业,2016/6/15
CN-2018-1166331,210,49%,103,2018/5/12,中国,华东,德州,纸张,曹丽,0.00 ,1,山东,办公用品,小型企业,2018/5/8
CN-2017-5022660,256,29%,74,2017/11/14,中国,华东,济南,美术,陈爽,0.00 ,1,山东,办公用品,小型企业,2017/11/7
CN-2018-5247158,105,13%,14,2018/10/16,中国,华东,潍坊,美术,陈惠英,0.00 ,1,山东,办公用品,小型企业,2018/10/12
US-2018-4736051,112,11%,12,2018/9/22,中国,华东,青岛,美术,牛晒明,0.00 ,1,山东,办公用品,小型企业,2018/9/16
CN-2018-1007278,128,36%,46,2018/11/7,中国,华东,宿州,装订机,邵娜,0.00 ,1,安徽,办公用品,小型企业,2018/11/2
CN-2018-4188418,136,20%,27,2018/9/17,中国,华东,铜陵,装订机,许莞颖,0.00 ,1,安徽,办公用品,小型企业,2018/9/11
CN-2017-5907567,242,38%,92,2017/4/14,中国,华东,济南,装订机,肖壁,0.00 ,1,山东,办公用品,小型企业,2017/4/10
CN-2016-3815654,142,38%,54,2016/5/29,中国,华东,烟台,装订机,牛惠,0.00 ,1,山东,办公用品,小型企业,2016/5/24
CN-2018-4497736,240,23%,55,2018/11/9,中国,华东,南昌,装订机,柳明,0.00 ,1,江西,办公用品,小型企业,2018/11/2
CN-2017-2089373,163,34%,55,2017/4/18,中国,华东,济南,信封,黄涛,0.00 ,2,山东,办公用品,小型企业,2017/4/13
CN-2018-1246652,421,9%,38,2018/3/31,中国,华东,杭州,信封,牛惠,0.00 ,2,浙江,办公用品,小型企业,2018/3/27
CN-2016-5665875,2599,21%,546,2016/11/12,中国,华东,招远,器具,蒋光,0.00 ,2,山东,办公用品,小型企业,2016/11/6
CN-2015-3781306,914,32%,292,2015/2/15,中国,华东,烟台,器具,殷凤,0.00 ,2,山东,办公用品,小型企业,2015/2/8
CN-2016-4719760,2875,13%,374,2016/6/9,中国,华东,阳谷,器具,袁岱,0.00 ,2,山东,办公用品,小型企业,2016/6/5
CN-2017-3434056,497,39%,194,2017/6/18,中国,华东,十字路,收纳具,巩晒明,0.00 ,2,山东,办公用品,小型企业,2017/6/12
CN-2017-4092793,527,38%,200,2017/8/27,中国,华东,枣庄,收纳具,卢谙,0.00 ,2,山东,办公用品,小型企业,2017/8/22
US-2017-3503696,1975,22%,435,2017/9/22,中国,华东,徐州,收纳具,袁岱,0.00 ,2,江苏,办公用品,小型企业,2017/9/18
US-2017-2556865,1926,1%,19,2017/7/23,中国,华东,苏州,收纳具,武欢,0.00 ,2,江苏,办公用品,小型企业,2017/7/19
US-2018-1091379,1322,40%,529,2018/8/11,中国,华东,景德镇,收纳具,黄盛,0.00 ,2,江西,办公用品,小型企业,2018/8/5
CN-2017-5057492,1897,50%,948,2017/12/24,中国,华东,诸暨,收纳具,李黎明,0.00 ,2,浙江,办公用品,小型企业,2017/12/19
CN-2017-4843371,118,47%,55,2017/5/9,中国,华东,上海,标签,曹丽,0.00 ,2,上海,办公用品,小型企业,2017/5/2
CN-2018-2121055,124,50%,62,2018/9/1,中国,华东,兖州,标签,肖壁,0.00 ,2,山东,办公用品,小型企业,2018/8/28
CN-2018-2698139,82,30%,24,2018/6/29,中国,华东,日照,标签,贺鹏,0.00 ,2,山东,办公用品,小型企业,2018/6/24
CN-2017-4843371,215,15%,32,2017/5/9,中国,华东,上海,用品,曹丽,0.00 ,2,上海,办公用品,小型企业,2017/5/2
CN-2018-4080706,318,24%,76,2018/10/4,中国,华东,周村,用品,彭伟,0.00 ,2,山东,办公用品,小型企业,2018/9/28
CN-2017-4020885,149,4%,6,2017/11/23,中国,华东,上海,系固件,陈爽,0.00 ,2,上海,办公用品,小型企业,2017/11/19
CN-2017-1628412,149,4%,6,2017/12/23,中国,华东,曲阜,系固件,夏柏,0.00 ,2,山东,办公用品,小型企业,2017/12/18
CN-2018-2989159,130,49%,63,2018/12/22,中国,华东,胶州,系固件,唐爽,0.00 ,2,山东,办公用品,小型企业,2018/12/17
CN-2017-3969050,174,28%,49,2017/7/17,中国,华东,蒙阴,系固件,邹丽雪,0.00 ,2,山东,办公用品,小型企业,2017/7/13
CN-2018-5648514,136,13%,18,2018/12/11,中国,华东,泉州,系固件,钟丽,0.00 ,2,福建,办公用品,小型企业,2018/12/7
CN-2018-1361457,259,6%,15,2018/5/27,中国,华东,常州,纸张,宋忠,0.00 ,2,江苏,办公用品,小型企业,2018/5/23
US-2015-4309040,316,6%,19,2015/4/6,中国,华东,张家港,纸张,杨晨,0.00 ,2,江苏,办公用品,小型企业,2015/4/1
US-2018-3351164,164,15%,25,2018/5/10,中国,华东,苏州,纸张,殷凤,0.00 ,2,江苏,办公用品,小型企业,2018/5/4
CN-2018-4412722,156,16%,25,2018/11/15,中国,华东,杭州,纸张,钟庆缘,0.00 ,2,浙江,办公用品,小型企业,2018/11/10
CN-2016-3188485,45,11%,5,2016/8/20,中国,华东,上海,装订机,韩虎,0.00 ,2,上海,办公用品,小型企业,2016/8/13
CN-2017-4957098,107,34%,36,2017/2/5,中国,华东,宿州,装订机,徐婵,0.00 ,2,安徽,办公用品,小型企业,2017/1/31
CN-2017-1156969,64,46%,29,2017/12/6,中国,华东,铜陵,装订机,白松,0.00 ,2,安徽,办公用品,小型企业,2017/11/30
CN-2015-3781306,53,48%,25,2015/2/15,中国,华东,烟台,装订机,殷凤,0.00 ,2,山东,办公用品,小型企业,2015/2/8
US-2018-1091379,54,37%,20,2018/8/11,中国,华东,景德镇,装订机,黄盛,0.00 ,2,江西,办公用品,小型企业,2018/8/5
US-2018-1091379,69,34%,23,2018/8/11,中国,华东,景德镇,装订机,黄盛,0.00 ,2,江西,办公用品,小型企业,2018/8/5
CN-2018-5648514,127,19%,24,2018/12/11,中国,华东,泉州,装订机,钟丽,0.00 ,2,福建,办公用品,小型企业,2018/12/7
US-2018-1184235,269,9%,24,2018/11/3,中国,华东,洛阳,装订机,佟虹,0.00 ,2,福建,办公用品,小型企业,2018/10/30
US-2016-4544243,517,16%,83,2016/12/21,中国,华东,上海,信封,田妮,0.00 ,3,上海,办公用品,小型企业,2016/12/17
CN-2015-1186689,1274,47%,599,2015/10/23,中国,华东,日照,器具,庄伟,0.00 ,3,山东,办公用品,小型企业,2015/10/18
CN-2018-2989159,7002,7%,490,2018/12/22,中国,华东,胶州,器具,唐爽,0.00 ,3,山东,办公用品,小型企业,2018/12/17
CN-2018-3095328,672,5%,34,2018/3/17,中国,华东,上海,收纳具,樊彩,0.00 ,3,上海,办公用品,小型企业,2018/3/11
CN-2017-4020885,2778,8%,222,2017/11/23,中国,华东,上海,收纳具,陈爽,0.00 ,3,上海,办公用品,小型企业,2017/11/19
CN-2016-5665875,759,32%,243,2016/11/12,中国,华东,招远,收纳具,蒋光,0.00 ,3,山东,办公用品,小型企业,2016/11/6
CN-2016-3261036,672,8%,53,2016/5/21,中国,华东,莱芜,收纳具,许莞颖,0.00 ,3,山东,办公用品,小型企业,2016/5/15
CN-2018-1973789,1878,8%,150,2018/6/28,中国,华东,启东,收纳具,李黎明,0.00 ,3,江苏,办公用品,小型企业,2018/6/21
